PDB_ID	RELEASE_DATE	INITIAL_SPLIT	RNA_ENTITY_COUNT	RNA_CHAIN_COUNT	RESOLUTION_ANGSTROM
9DLN	2026-05-06	test	1	2	
9DP9	2025-05-28	test	1	1	4.1
9DXL	2024-10-23	val	1	2	2.8
9E5H	2025-09-24	test	1	2	2.2
9E5I	2025-09-24	test	1	2	1.42
9E5J	2025-09-24	test	1	2	2.35
9E5K	2025-09-24	test	1	4	1.9
9E5L	2025-09-24	test	1	2	1.43
9E5M	2025-09-24	test	1	2	1.39
9E5O	2025-09-24	test	1	2	1.36
9E5P	2025-09-24	test	1	2	2.35
9E5Q	2025-09-24	test	1	2	1.36
9E5R	2025-09-24	test	1	2	2.34
9E5S	2025-09-24	test	1	2	2.5
9E5T	2025-09-24	test	1	2	2.19
9E73	2025-11-05	test	1	1	3.0
9E74	2025-11-05	test	1	1	3.0
9E75	2025-11-05	test	1	1	3.5
9E9O	2025-11-05	test	1	1	3.51
9E9Q	2025-07-09	test	1	1	3.33
9EBP	2025-11-19	test	1	2	2.7
9EBV	2025-11-19	test	1	2	2.5
9EC4	2025-11-19	test	1	2	2.85
9ECQ	2025-04-16	test	1	1	
9ECR	2025-04-16	test	1	1	
9ELR	2025-09-24	test	1	2	2.2
9ELY	2025-04-23	test	1	1	2.9
9EN6	2024-05-01	val	1	4	0.918
9EOW	2024-06-19	val	1	1	
9EWW	2025-04-16	test	1	1	8.57
9FM4	2025-05-07	test	1	1	
9FN2	2025-01-22	test	1	2	2.9
9FN3	2025-02-05	test	1	2	2.9
9FO8	2024-11-06	val	1	1	
9FO9	2024-11-06	val	1	1	
9G4I	2025-11-05	test	1	1	4.61
9G4J	2025-11-05	test	1	1	3.74
9G4L	2025-11-05	test	1	1	4.01
9G4P	2025-07-30	test	2	2	2.9
9G4Q	2025-07-30	test	1	2	1.99
9G4R	2025-07-30	test	1	1	2.53
9G4V	2025-11-05	test	1	1	4.69
9G54	2025-11-05	test	1	1	6.3
9G56	2025-12-17	test	1	1	7.54
9G7C	2024-10-30	val	1	1	3.27
9H82	2024-12-04	val	2	2	7.29
9H83	2024-12-04	val	2	4	7.8
9H86	2024-12-04	val	2	8	9.3
9H8A	2024-12-04	val	2	8	9.6
9HRD	2026-01-14	test	1	4	2.5
9HRF	2026-01-14	test	1	1	1.6
9HRG	2026-01-14	test	1	4	2.05
9HRO	2025-10-01	test	1	1	
9I8B	2025-03-12	test	2	2	
9I9W	2025-09-24	test	1	2	1.5
9IF0	2025-09-24	test	1	2	2.55
9IF1	2025-09-24	test	1	2	2.79
9IO0	2025-04-02	test	1	1	
9IO1	2025-04-02	test	1	1	
9IOR	2025-04-02	test	1	1	
9IOS	2025-04-02	test	1	1	
9IOU	2025-04-02	test	1	1	
9IS7	2025-02-12	test	2	2	2.87
9ISV	2025-03-19	test	1	1	3.07
9IWF	2025-06-04	test	1	2	2.06
9IWG	2025-06-04	test	1	2	2.48
9J3R	2025-03-19	test	1	4	4.72
9J3T	2025-03-19	test	1	8	3.8
9J4N	2025-07-09	test	1	1	2.897
9J4O	2025-07-09	test	1	1	2.499
9J6P	2025-01-15	test	1	2	2.49
9J6Y	2025-03-19	test	1	6	3.25
9J9X	2026-03-04	test	1	1	3.05
9JA7	2025-09-03	test	1	1	2.59
9JA9	2025-09-03	test	1	1	2.68
9JC8	2026-03-04	test	1	1	3.75
9JGM	2025-06-04	test	1	4	3.73
9K9G	2026-04-22	test	1	1	3.38
9K9H	2026-04-22	test	1	1	3.56
9K9J	2026-04-22	test	1	1	3.46
9K9K	2026-04-22	test	1	1	3.45
9KAD	2025-01-22	test	1	2	
9KGG	2025-11-12	test	1	1	3.12
9KGH	2025-11-12	test	1	1	3.3
9KPH	2025-03-19	test	1	2	3.93
9KPO	2025-03-19	test	1	2	3.98
9L0R	2025-03-19	test	1	12	4.72
9L8F	2026-07-01	test	1	1	2.51
9LCR	2025-03-19	test	1	2	2.6
9LE3	2025-09-10	test	1	6	2.75
9LE5	2025-09-10	test	1	1	2.58
9LE6	2025-09-10	test	1	6	2.58
9LEC	2025-09-10	test	1	1	2.51
9LEE	2025-09-10	test	1	10	2.51
9LEL	2025-09-10	test	1	1	2.98
9LEM	2025-09-10	test	1	10	2.98
9LHK	2025-09-10	test	1	1	2.93
9LHL	2025-09-10	test	1	14	2.93
9LJN	2025-11-26	test	1	1	2.75
9LKC	2025-11-26	test	1	1	2.61
9LKE	2025-11-26	test	1	1	2.26
9LKF	2025-11-26	test	1	1	2.83
9LKU	2025-08-20	test	1	1	2.74
9LKV	2025-08-20	test	1	1	2.13
9LKW	2025-08-20	test	1	1	2.28
9LMC	2025-11-26	test	1	2	2.97
9LMF	2025-03-19	test	1	10	3.93
9M78	2025-09-10	test	1	6	2.26
9M79	2025-09-10	test	1	1	1.96
9MCW	2025-04-23	test	1	2	2.9
9MDS	2025-04-30	test	1	8	3.1
9MDW	2025-05-14	test	1	1	1.42
9MDX	2025-05-14	test	1	1	1.499
9MDY	2025-05-14	test	1	1	1.36
9MEE	2025-04-30	test	1	14	3.0
9MFH	2025-09-24	test	1	1	2.5
9MM6	2025-06-04	test	1	8	2.94
9MME	2025-06-04	test	1	8	2.93
9MMG	2025-06-04	test	1	1	3.25
9MQS	2025-04-30	test	1	1	3.1
9MQT	2025-04-30	test	1	1	2.43
9MQU	2025-04-30	test	1	1	2.59
9NA1	2026-03-04	test	1	2	3.51
9NA7	2026-03-04	test	1	2	3.56
9NAK	2026-03-04	test	1	2	3.67
9NAM	2026-03-04	test	1	1	2.87
9NAP	2026-03-04	test	1	1	3.01
9NAS	2026-03-04	test	1	4	2.72
9NBC	2026-03-04	test	1	1	2.87
9NBH	2026-03-04	test	1	4	2.52
9NDD	2026-03-04	test	1	4	2.67
9NDV	2026-03-04	test	1	1	2.92
9NDW	2026-03-04	test	1	2	2.71
9NDX	2026-03-04	test	1	2	2.94
9O47	2026-04-22	test	1	2	1.6
9OBM	2025-07-16	test	1	1	
9OD4	2025-10-15	test	1	1	
9OD5	2025-10-15	test	1	1	
9OL2	2025-10-22	test	1	2	1.528
9OL3	2025-10-22	test	1	2	1.557
9OV3	2026-05-20	test	1	1	3.19
9OV6	2026-05-20	test	1	1	3.46
9OV7	2026-05-20	test	1	1	3.27
9OV8	2026-05-20	test	1	1	3.2
9OVB	2026-05-20	test	1	1	3.21
9OVC	2026-05-20	test	1	1	2.97
9OWJ	2026-05-20	test	2	3	2.94
9OWK	2026-06-03	test	2	3	2.98
9OWL	2026-05-20	test	2	2	2.99
9OWM	2026-05-20	test	2	2	2.95
9OWN	2026-05-06	test	2	2	2.86
9OWO	2026-06-10	test	2	2	2.93
9OWP	2026-06-10	test	2	2	2.94
9OWQ	2026-05-06	test	2	2	2.78
9OY2	2026-05-20	test	1	1	3.14
9OY3	2026-05-20	test	1	1	3.13
9OY4	2026-05-20	test	1	1	3.11
9PDE	2026-02-04	test	1	1	
9PDF	2026-02-04	test	1	1	
9PDG	2026-02-04	test	1	1	
9Q0I	2026-04-29	test	1	6	1.8
9Q0J	2026-04-29	test	1	3	2.0
9Q3C	2025-11-05	test	1	14	1.35
9QTJ	2026-02-18	test	1	1	3.79
9QU6	2026-02-25	test	2	2	3.2
9QU7	2026-02-25	test	1	2	2.6
9QZJ	2025-10-01	test	1	1	
9R7Q	2026-02-25	test	1	1	4.41
9R7W	2026-02-25	test	1	1	6.06
9R82	2026-02-25	test	1	1	9.33
9RB4	2026-06-03	test	1	1	0.938
9S1D	2026-07-22	test	3	3	2.6
9SD9	2026-06-10	test	1	2	9.6
9SXV	2025-11-12	test	1	1	
9SY4	2025-11-12	test	1	1	
9SY8	2026-06-24	test	1	1	
9SYC	2026-06-24	test	1	1	
9SYD	2026-06-24	test	1	1	
9SYE	2026-06-24	test	1	1	
9SYF	2026-06-24	test	1	1	
9TCA	2026-02-11	test	2	4	1.94
9TCG	2026-02-11	test	2	4	2.5
9UUG	2026-06-10	test	1	1	3.6
9UW0	2025-08-20	test	1	1	1.97
9V4U	2025-11-26	test	1	1	2.54
9V4V	2025-11-26	test	1	1	3.12
9V4X	2025-11-26	test	1	1	2.92
9V4Y	2025-11-26	test	1	1	2.79
9V4Z	2025-11-26	test	1	1	2.74
9V50	2025-11-26	test	1	1	3.23
9V51	2025-11-26	test	1	1	3.23
9V7N	2026-03-25	test	1	3	3.11
9V7O	2026-03-25	test	1	3	3.06
9V7P	2026-03-25	test	1	1	3.01
9V7Q	2026-03-25	test	1	1	3.27
9VMZ	2026-07-01	test	1	1	2.44
9VSN	2026-05-20	test	1	2	3.1
9W1L	2026-01-28	test	1	1	
9WHV	2025-10-15	test	1	8	
9X6B	2026-03-25	test	1	1	2.86
9YD3	2025-10-22	test	1	2	1.592
9Z6I	2026-05-27	test	1	1	4.32
9ZBQ	2025-12-03	test	1	1	5.3
9ZBR	2025-12-03	test	1	1	7.5
9ZC6	2025-12-03	test	1	1	4.9
9ZC7	2025-12-03	test	1	1	7.9
9ZC8	2025-12-03	test	1	2	12.1
9ZC9	2025-12-03	test	1	1	8.0
9ZCA	2025-12-10	test	1	2	11.5
9ZCB	2025-12-10	test	1	2	11.5
9ZCC	2025-12-03	test	1	2	12.2
9ZDV	2026-05-13	test	1	1	3.3
9ZF2	2026-05-13	test	1	1	2.9
9ZF3	2026-05-13	test	1	1	3.0
9ZF5	2026-05-13	test	1	1	3.1
9ZF9	2026-05-13	test	1	1	3.9
9ZFC	2026-05-13	test	1	1	2.9
9ZFD	2026-05-13	test	1	1	2.93
9ZGM	2026-05-13	test	1	1	3.01
9ZGN	2026-05-13	test	1	1	2.9
9ZGO	2026-05-13	test	1	1	3.0
9ZGP	2026-05-13	test	1	1	2.86
9ZGQ	2026-05-13	test	1	1	2.9
9ZGR	2026-05-13	test	1	1	2.93
9ZGS	2026-05-13	test	1	1	2.91
9ZGT	2026-05-13	test	1	1	3.0
9ZGU	2026-05-13	test	1	1	3.3
9ZGV	2026-05-13	test	1	1	2.93
9ZGW	2026-05-13	test	1	1	2.98
9ZGX	2026-05-13	test	1	1	2.9
9ZGY	2026-05-13	test	1	1	2.9
9ZGZ	2026-05-13	test	1	1	2.9
9ZH0	2026-05-13	test	1	1	2.9
9ZH1	2026-05-13	test	1	1	3.0
9ZH2	2026-05-13	test	1	1	3.0
9ZH5	2026-05-13	test	1	1	2.94
9ZH7	2026-05-13	test	1	1	2.89
9ZH9	2026-05-13	test	1	1	3.0
9ZHA	2026-05-13	test	1	1	3.0
9ZHB	2026-05-13	test	1	1	2.9
9ZHC	2026-05-13	test	1	1	2.93
9ZHD	2026-05-13	test	1	1	2.9
9ZHE	2026-05-13	test	1	1	2.9
9ZHF	2026-05-13	test	1	1	2.88
9ZHG	2026-05-13	test	1	1	2.9
9ZHI	2026-05-13	test	1	1	2.9
9ZHJ	2026-05-13	test	1	1	2.9
9ZHK	2026-05-13	test	1	1	3.03
9ZHL	2026-05-13	test	1	1	3.03
9ZHO	2026-05-13	test	1	1	3.0
9ZHP	2026-05-13	test	1	1	3.12
9ZHR	2026-05-13	test	1	1	2.93
9ZHS	2026-05-13	test	1	1	3.0
9ZHT	2026-05-13	test	1	1	3.0
9ZHU	2026-05-13	test	1	1	3.07
9ZHV	2026-05-13	test	1	1	3.1
9ZHW	2026-05-13	test	1	1	3.0
9ZHX	2026-05-13	test	1	1	3.14
9ZHZ	2026-05-13	test	1	1	3.11
9ZI0	2026-05-13	test	1	1	3.1
9ZI2	2026-05-13	test	1	1	2.97
9ZI3	2026-05-13	test	1	1	3.0
9ZI4	2026-05-13	test	1	1	3.2
9ZI5	2026-05-13	test	1	1	2.96
9ZI6	2026-05-13	test	1	1	3.2
9ZI7	2026-05-13	test	1	1	3.3
