PDB_ID	RELEASE_DATE	INITIAL_SPLIT	STRICT_RANK1_RMSD_ANGSTROM	SELECTION_STATUS	FINAL_SPLIT	FINAL_STATUS	EXCLUSION_REASON	RNA_CHAIN_ID	TARGET_DIRECTORY
8K7W	2025-01-29	test	3.521	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/8k7w
8K85	2025-02-12	test	39.254	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8K8B	2024-06-05	test	2.341	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/8k8b
8KEB	2025-02-19	test	3.555	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
8KED	2025-02-19	test	3.716	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
8KHH	2025-02-26	test	20.057	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8OLS	2024-06-19	test	0.894	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
8OLV	2024-06-19	test	1.177	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
8OLW	2024-06-19	test	0.993	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
8OLY	2024-06-19	test	0.647	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8OLZ	2024-06-19	test		EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8OM0	2024-06-19	test	1.475	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
8PFK	2024-01-31	test	9.465	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
8PFQ	2024-01-31	test	0.875	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8Q4O	2024-03-06	test	9.546	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/8q4o
8Q6N	2024-08-28	test	1.885	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/8q6n
8QMH	2024-05-01	test	9.659	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
8QMI	2024-05-01	test	9.416	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
8QO2	2024-03-06	test	37.01	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/8qo2
8QO3	2024-03-06	test	17.537	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/8qo3
8QO4	2024-03-06	test	16.7	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
8QO5	2024-03-06	test	24.878	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
8R62	2024-03-06	test	3.21	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8R63	2024-03-06	test	3.262	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8R8P	2024-03-06	test	3.176	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8RUH	2024-06-19	test	0.785	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8RUI	2024-06-19	test	0.877	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
8RUJ	2024-06-19	test	0.915	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
8RUK	2024-06-19	test	1.223	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
8RUL	2024-06-19	test	1.23	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
8RUM	2024-06-19	test	1.929	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
8RUN	2024-06-19	test	1.533	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
8S6W	2025-01-29	test	28.232	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
8S95	2023-08-09	val	18.172	SELECTED	val	KEPT		C	/storage9920/home/tinghao.xia/Data_V1/val/8s95
8SA2	2023-07-26	val	55.875	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8SA3	2023-07-26	val	47.756	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8SA4	2023-07-26	val	7.704	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8SA5	2023-07-26	val	19.904	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8SA6	2023-07-26	val	26.127	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8SCF	2023-07-12	val	2.728	SELECTED	val	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/val/8scf
8SCH	2023-07-12	val	24.01	SELECTED	val	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/val/8sch
8SKQ	2024-02-14	test		EXCLUDE_NO_STRICT_RANK1		EXCLUDE_NO_STRICT_RANK1	PDB is absent from rank1_targets.csv	A	
8SP9	2023-08-09	val	25.139	SELECTED	val	KEPT		C	/storage9920/home/tinghao.xia/Data_V1/val/8sp9
8SWG	2023-05-31	val	0.458	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8SWO	2023-05-31	val	0.427	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8SX5	2023-05-31	val	0.621	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8SX6	2023-05-31	val	0.386	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8SXL	2023-05-31	val	0.625	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8SY1	2023-05-31	val	11.981	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
8SYK	2025-02-19	test	32.845	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
8T2P	2024-01-24	test	40.258	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8T5O	2025-02-19	test	4.78	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/8t5o
8TDY	2024-06-12	test	14.444	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/8tdy
8TDZ	2024-06-12	test	14.454	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/8tdz
8TE0	2024-06-12	test	14.701	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/8te0
8TE2	2024-06-12	test	14.453	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/8te2
8THV	2023-08-02	val	3.792	SELECTED	val	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/val/8thv
8TJQ	2023-11-01	val	4.013	SELECTED	val	KEPT		N	/storage9920/home/tinghao.xia/Data_V1/val/8tjq
8TJV	2023-11-01	val	6.833	SELECTED	val	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/val/8tjv
8TJX	2023-11-01	val	4.681	SELECTED	val	KEPT		N	/storage9920/home/tinghao.xia/Data_V1/val/8tjx
8TKJ	2025-02-19	test	4.57	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
8TKK	2025-02-19	test	18.456	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
8TNS	2023-11-15	val	10.621	SELECTED	val	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/val/8tns
8TOZ	2024-08-07	test	10.566	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
8TQX	2024-03-06	test	1.772	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8TSV	2024-03-06	test	15.356	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
8TVZ	2024-04-03	test	41.25	SELECTED	test	KEPT		C	/storage9920/home/tinghao.xia/Data_V1/test/8tvz
8U3M	2023-10-04	val	6.226	SELECTED	val	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/val/8u3m
8U5J	2024-03-27	test	1.87	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
8U5K	2024-03-27	test	19.539	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
8U5P	2024-03-27	test	17.524	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
8U5R	2024-03-27	test	17.303	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
8U5T	2024-03-27	test	20.304	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
8U5Z	2024-03-27	test	20.319	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
8U60	2024-03-27	test	19.19	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
8UO6	2024-06-05	test	27.446	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8UPT	2024-01-10	test	3.665	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/8upt
8UPY	2024-09-04	test	3.85	SELECTED	test	KEPT		C	/storage9920/home/tinghao.xia/Data_V1/test/8upy
8UTG	2024-06-19	test	10.033	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8UYE	2023-12-06	val	20.555	SELECTED	val	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/val/8uye
8UYG	2023-12-06	val	19.428	SELECTED	val	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/val/8uyg
8UYJ	2023-12-06	val	14.378	SELECTED	val	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/val/8uyj
8UYK	2023-12-06	val	16.481	SELECTED	val	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/val/8uyk
8UYL	2023-12-06	val	17.183	SELECTED	val	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/val/8uyl
8UYM	2023-12-06	val	12.036	SELECTED	val	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/val/8uym
8UYP	2023-12-20	val	27.355	SELECTED	val	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/val/8uyp
8UYS	2023-12-06	val	17.839	SELECTED	val	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/val/8uys
8V1H	2024-07-10	test	2.305	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/8v1h
8V1I	2024-07-10	test	23.293	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8VAW	2024-04-17	test	0.373	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8VAX	2024-04-17	test	0.399	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8VCI	2024-01-17	test	25.293	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/8vci
8VFS	2024-12-25	test	1.81	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8VJT	2024-10-16	test	8.928	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8VPV	2024-10-02	test	9.104	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
8VQV	2025-06-11	test	1.253	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
8VT5	2024-07-24	test	1.636	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/8vt5
8VVJ	2025-06-11	test	2.568	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
8VXX	2025-02-19	test	17.677	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
8VXZ	2025-02-19	test	16.18	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
8VY0	2025-02-19	test	18.284	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
8VY1	2025-02-19	test	16.539	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
8X0S	2024-06-19	test	8.75	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8X9K	2025-03-12	test	51.347	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
8X9L	2025-03-12	test	44.256	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8X9M	2025-03-12	test	40.618	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
8X9N	2025-03-12	test	52.863	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8X9O	2025-03-12	test	40.678	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
8X9Q	2025-03-12	test	43.351	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
8XTP	2025-02-12	test	46.636	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8XTQ	2025-02-12	test	39.032	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
8XTR	2025-02-12	test	45.317	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8XTS	2025-02-12	test	42.587	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/8xts
8XZE	2024-07-24	test	5.491	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
8XZK	2024-07-24	test	4.622	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
8XZL	2024-07-24	test	5.582	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
8XZM	2024-07-24	test	4.572	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
8XZN	2024-07-24	test	5.389	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
8XZO	2024-07-24	test	3.769	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/8xzo
8XZP	2024-07-24	test	5.207	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
8XZQ	2024-07-24	test	3.379	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
8XZR	2024-07-24	test	5.341	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
8XZW	2024-07-24	test	5.134	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
8YAM	2024-09-11	test	0.72	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/8yam
8YAN	2024-09-11	test	0.781	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/8yan
8YNO	2024-11-20	test	0.545	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8YNP	2025-01-22	test	0.679	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8YZL	2025-03-12	test	0.701	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8Z8Q	2025-03-19	test	25.594	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8Z8U	2025-03-19	test	30.413	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8Z9K	2025-03-19	test	31.045	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
8ZA0	2025-03-19	test	18.693	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=6; required exactly 1		
8ZA4	2025-03-19	test	19.591	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=6; required exactly 1		
8ZAU	2025-03-19	test	19.06	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
8ZMH	2025-03-12	test	8.799	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
8ZNQ	2025-06-04	test	3.33	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/8znq
9BCI	2024-11-27	test	2.968	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9bci
9BLM	2024-11-27	test	4.085	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9blm
9BUN	2024-06-05	test	26.878	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
9BXE	2025-04-02	test	1.387	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9BZ1	2024-11-27	test	22.799	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9BZC	2024-11-27	test	2.976	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9bzc
9C6I	2024-12-04	test	1.541	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
9C6J	2024-12-04	test	28.31	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9c6j
9C6K	2024-12-04	test	1.521	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	X	
9CBU	2024-11-20	test	3.236	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	N	
9CBW	2024-11-20	test	4.354	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	N	
9CBX	2024-11-20	test	2.3	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	N	
9CBY	2024-11-20	test	4.106	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	N	
9CFN	2025-07-16	test	21.953	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9CPD	2024-08-07	test	1.465	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9CPG	2024-08-07	test	3.001	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9CPI	2024-08-07	test	3.247	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9CPJ	2024-08-07	test	3.237	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9CSO	2025-05-14	test	14.33	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9cso
9CSP	2025-05-14	test	14.27	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9csp
9CSQ	2025-05-14	test	14.259	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9csq
9CSR	2025-05-14	test	14.422	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9csr
9CXF	2025-01-29	test	35.67	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9cxf
9DE6	2025-03-12	test	51.654	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9DE7	2025-03-12	test	2.791	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9de7
9DE8	2025-03-12	test	2.78	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
9DIB	2025-04-09	test	37.125	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9DID	2025-04-09	test	37.076	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9DIG	2025-04-09	test	37.865	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9DII	2025-04-09	test	38.093	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9DKG	2026-04-08	test	1.106	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9DLL	2024-09-25	test	2.003	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9DLM	2026-04-08	test	4.676	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9DLN	2026-05-06	test	2.612	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9DP9	2025-05-28	test	16.743	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
9DXL	2024-10-23	test	25.244	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9E5H	2025-09-24	test	22.055	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9E5I	2025-09-24	test	9.837	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9E5J	2025-09-24	test	10.611	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9E5K	2025-09-24	test	27.844	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
9E5L	2025-09-24	test	9.848	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9E5M	2025-09-24	test	27.306	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9E5O	2025-09-24	test	10.166	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9E5P	2025-09-24	test	10.848	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9E5Q	2025-09-24	test	10.743	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9E5R	2025-09-24	test	10.98	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9E5S	2025-09-24	test	10.6	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9E5T	2025-09-24	test	28.244	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9E73	2025-11-05	test	25.362	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
9E74	2025-11-05	test	30.527	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9e74
